Wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303
551.709,0,-14,-16,6,7,-11,-23,-24,-8,2,-28,-3,-18,-27,-13,0,-3,-12,1,2,-33,-7,-19,0,3,-31,-21,-10,-7,-2,-19,-11,-20,3,-17,-6,-16,-16,-7,-3,-20,-14,14,-6,-21,-18,-21,-23,-16,-28,-20,-8,-38,-7,-22,3,-9,-22,-16,-27,-18,-11,-4,-7,-24,-17,-13,-4,-4,-18,-14,12,-12,-14,0,1,7,-9,-9,1,-3,-1,-1,1,-2,-24,-1,-9,-17,4,-26,-13,-19,-12,-10,-7,-24,-26,2,-37,-10,9,-20,-22,-11,-19,-18,1,-8,-8,-18,-19,-12,-5,-4,-18,-38,-14,-21,-29,13,-3,-41,-22,-37,-10,1,-4,-3,20,13,40,86,156,242,376,525,732,927,1124,1160,1258,1266,1237,1166,1197,1157,1099,1085,1048,1011,973,948,905,906,862,827,801,754,759,707,654,621,641,582,597,566,530,532,511,490,455,405,398,399,402,358,389,375,354,350,385,344,355,343,328,345,329,338,338,337,344,369,321,352,326,337,359,373,345,340,312,321,296,252,218,197,106,85,46,53,43,12,3,-6,-7,-17,11,-23,-14,-18,3,-6,-9,10,-17,-1,-18,-1,-16,-1,-20,-26,-6,-24,-4,-22,-13,-7,-14,-18,-44,-8,-17,-22,-9,-15,-26,-7,-11,-28,-6,-38,-5,-17,-19,-15,-20,-8,-21,-17,-2,0,15,-14,5,-22,-22,-16,-8,-2,-27,-24,-12,-22,-4,-26,-21,-9,-15,0,10,-6,7,-19,3,-34,-21,39,-21,-25,-10,-4,-13,-17,-18,-3,-19,-13,8,-33,-20,-12
552.501,-13,-32,-51,-34,-12,-25,-29,-39,-36,-30,-24,-11,-26,-27,-15,-15,-31,-9,-26,-14,-21,-35,0,-25,-23,-48,-24,-30,-8,-40,-30,-42,-21,-28,-27,-48,-37,-24,-31,-31,-28,-17,-44,-39,-10,-27,-30,-17,-29,-18,-19,-14,-32,-34,-16,-17,-34,-27,-21,-24,-24,-26,-46,-18,-32,-23,-24,-19,-23,-35,-38,-15,-34,-26,-33,-39,-18,-21,-19,-22,-52,-47,-27,-31,-48,-49,-14,-42,-35,-40,-22,-44,-32,-42,-38,-30,-18,-40,-24,-49,-30,-33,-14,-37,-32,-19,-21,-45,3,-26,-26,-10,-4,-29,-26,-34,-15,-35,-30,-24,-41,-14,-17,-26,-27,-14,-11,-16,22,-1,11,33,70,126,239,378,516,788,960,1139,1187,1294,1266,1264,1236,1113,1164,1148,1131,1049,1009,947,960,880,902,842,824,765,771,755,725,693,666,669,614,602,595,520,514,494,465,476,397,399,392,366,383,379,361,353,337,336,299,340,331,294,330,328,342,357,341,342,344,335,356,345,337,342,337,337,316,299,291,275,261,219,172,129,87,46,39,12,1,-13,-8,7,-15,-26,-44,-17,-52,-26,-43,-16,-24,-27,-36,-20,-27,-20,-32,-29,-37,-29,-33,-20,-47,-43,-41,-34,-33,-49,-40,-43,-26,-36,-28,-24,-34,-30,-27,-29,-38,-31,-27,-25,-31,-33,-38,-38,-32,-24,-41,-27,-35,-28,-18,-21,-29,-30,-3,-47,-48,-42,-21,-41,-41,-36,-38,-26,-6,-33,-30,-26,-28,-5,-1,-22,-24,-37,-8,39,-40,-14,-24,-14,-31,-42,-39,-22,-23,-25,-12
553.294,26,2,-1,-1,-8,6,-1,7,19,-17,12,-8,4,-6,-13,2,-9,-25,-6,9,7,-2,-7,4,-18,9,6,12,-14,14,-22,0,12,-2,-16,-7,-5,17,1,-10,2,-18,2,-2,-19,-9,4,-6,7,-7,3,-12,0,-13,-9,3,19,-18,-4,-8,-14,14,1,-30,-16,22,-3,-13,-8,-10,-14,-10,-17,-21,5,-14,0,-21,-8,5,-19,14,-16,-12,3,-9,-21,3,-12,-18,-16,-22,-23,-4,8,2,-12,-26,-8,10,5,-15,-8,17,9,0,3,-17,-14,-35,-9,1,-12,-7,-22,-3,-1,5,5,1,-6,9,6,-3,-20,-6,15,2,15,23,37,95,109,183,253,423,549,798,1009,1183,1330,1351,1333,1325,1258,1245,1251,1146,1198,1097,1028,1035,938,933,915,871,864,825,782,748,802,762,683,671,660,602,564,598,560,552,471,472,497,425,420,438,426,400,390,373,362,381,370,399,368,379,348,358,358,336,361,372,350,371,371,380,394,366,354,362,356,339,325,302,283,233,178,165,113,77,60,50,17,26,10,4,-17,-4,-12,-16,3,3,-20,-28,7,-23,-28,-15,-1,-18,-10,6,-1,8,-11,10,3,-5,-14,-8,3,-12,-18,-13,-3,1,9,1,-7,-9,-4,-3,2,-3,6,-23,-7,-3,-27,-6,-26,-24,-22,0,-5,-3,10,-22,-21,0,-10,-17,-5,-36,-3,-15,-18,-24,-13,2,-6,1,-23,-18,-22,10,-18,0,-8,-19,-4,-4,-3,-14,-30,-12,-18,1,-2,-20,13,-10,-22
554.086,-19,-32,-21,-50,-21,-27,-16,-42,-23,-35,-21,-26,-24,-43,-23,-39,-37,-42,-46,-27,-30,-54,-16,-11,-17,-38,-47,-45,-33,-20,-36,-39,-22,-29,-36,-43,-31,-24,-38,-28,-31,-1,-6,-40,-43,-17,-13,-47,-34,-40,-41,-29,-39,-29,-35,-40,-38,-41,-10,-28,-23,-38,-42,-39,-41,-29,-27,-21,-36,1,-27,-22,-39,-19,-8,-9,-46,-45,-30,-44,-28,-31,-52,-41,-34,-53,-29,-20,-38,-18,-42,-34,-35,-25,-19,-17,-50,-40,-27,-36,-37,-70,-38,-25,-39,-38,-13,-31,-37,-40,-42,-16,-29,-21,-40,-17,-40,-54,-24,-39,-29,-46,-23,-20,-29,-30,-37,24,-7,-3,20,23,62,140,265,383,537,826,979,1193,1284,1366,1336,1322,1288,1264,1175,1178,1140,1082,1081,1034,1006,984,916,874,873,830,809,786,773,724,705,675,622,625,604,574,580,513,518,474,463,433,422,421,392,409,402,393,374,379,370,336,349,341,344,355,364,345,363,324,363,383,346,338,352,366,340,359,349,343,328,294,249,200,146,136,117,36,45,28,-18,-19,-3,-9,-38,-22,-54,-41,-57,-21,-41,-33,-38,-24,-28,-26,-25,-36,-56,-34,-36,-14,-40,-44,-15,-31,-71,-38,-30,-52,-21,-17,-29,-24,-41,-31,-45,-45,-23,-29,-32,-47,-40,-18,-20,-6,34,-45,-53,-36,-41,-28,-26,-41,-31,-38,-43,-16,-31,-37,-27,-43,-14,-44,-17,-22,-32,-42,-44,-44,-30,-40,-34,-24,-31,-37,-30,-25,-50,-6,-28,-34,-10,-35,-34,-43,-48,-44,-7,-44,-37
554.878,3,-29,-20,-8,-29,11,-24,0,-29,-8,6,-26,-6,-17,-19,-30,-22,-12,18,-6,-7,-10,-8,0,-4,-17,-2,8,-18,-1,-15,-19,-23,-10,-12,-13,-25,-12,-24,-27,-8,-35,8,-12,-7,-25,-21,-28,-36,-6,-13,-30,-16,-8,-16,-11,-9,-8,-21,-22,-22,-3,-10,-36,-21,-1,-27,-17,-14,-29,-3,-19,-29,-19,-25,-25,-22,-11,-18,-17,-45,-28,-18,-6,-12,-4,-3,-40,-31,-33,-9,-14,-14,-6,-9,-9,-17,-21,-23,-8,-17,-16,-19,-3,-18,6,0,-9,-10,-16,-8,-21,-26,-11,-28,-11,-16,2,-29,-19,-14,2,-13,-9,-13,4,-14,-32,5,12,39,73,94,136,267,365,616,839,1033,1171,1391,1392,1403,1392,1334,1328,1295,1248,1194,1146,1134,1059,1009,994,984,942,947,877,837,839,791,724,739,711,657,650,658,600,563,565,521,495,456,450,435,435,415,410,370,404,383,406,385,380,381,407,344,369,372,385,400,367,396,349,389,428,378,397,389,347,371,366,348,305,311,245,217,126,118,91,41,25,39,26,30,-18,-4,-3,-22,-16,-17,49,-15,-12,-11,-9,-7,-30,-18,-37,-22,-36,-13,-31,-14,-29,-25,-7,-18,-30,-19,-22,-3,-36,-34,-21,-12,0,-22,-23,-16,-11,-9,-13,-24,-10,-32,-23,-5,-31,-10,-23,-6,-31,7,-23,-35,-22,4,-13,-8,-18,-42,-8,-32,-2,-27,-15,-6,-32,-10,-24,-15,-19,-17,-14,-45,-15,-27,-9,-24,-25,-19,-30,-22,-24,-37,1,-16,-11,-14,-19,-36
555.67,-28,-23,-38,-31,-37,-32,-28,-26,-32,-25,-20,-52,-19,-36,-29,-38,-22,-36,-20,-31,-37,-30,-46,-28,-31,-18,-25,-41,-32,-27,-30,-34,-40,-33,-41,-39,-56,-28,-38,-18,-12,-35,-51,-33,-41,-37,-5,-34,-18,-48,-56,-38,-37,-14,-31,-41,-43,-61,-46,-38,-39,-38,-36,-24,-44,-47,-37,-34,-52,-31,-19,-40,-30,-39,-24,-16,-35,-37,-51,-8,-42,-23,-43,-14,-37,-34,-31,-25,-21,-30,-35,-33,-34,-26,-59,-34,-42,-39,-21,-39,-33,-14,-34,-25,-46,-44,-33,-32,-28,-26,-29,-16,-30,-39,-30,-37,-39,-35,-35,-37,-40,-32,-27,-45,-27,-45,-40,-8,-8,4,4,26,85,112,241,384,608,814,1069,1274,1346,1405,1389,1398,1335,1364,1268,1201,1204,1188,1153,1074,1028,1006,967,927,917,856,825,843,813,781,700,722,677,650,627,605,594,567,525,489,450,413,421,421,403,412,399,389,365,402,382,367,359,352,370,374,357,329,358,392,382,368,372,377,372,383,392,392,346,340,304,304,252,197,176,119,96,53,36,1,-20,-13,-5,-28,-51,-41,-34,-43,-41,-45,-49,-45,-49,-47,-59,-37,-13,-34,-29,-24,-47,-25,-46,-34,-55,-53,-36,-37,-27,-32,-44,-33,-31,-39,-26,-39,-22,-24,-48,-25,-41,-45,-35,-32,-24,-32,-26,-35,-31,-21,-36,-11,-31,-38,-45,-53,-62,-24,-41,-30,-22,-44,-25,-52,-55,-39,-53,-34,-44,-69,-39,-23,-26,-33,-35,-19,-31,-35,-43,-47,-32,-47,-35,-23,-46,-30,-35,-50,-43,-32,-60
556.463,3,-20,-32,-29,-32,-21,-33,-40,-30,-17,-26,-30,-17,-26,-18,-24,-22,-5,-11,-17,-21,-22,-28,-25,-26,-26,-32,-25,-20,-30,-35,-43,-23,-32,-26,-36,-41,-26,-22,-10,-34,-35,-2,2,-13,-26,-19,-59,-25,-15,-46,-13,-20,-31,-36,-25,-29,-18,-21,-66,-18,-23,-27,-19,-14,-26,-24,-38,-4,-22,-51,-22,-27,-23,-17,-30,-37,-27,-26,-27,-16,-38,0,-52,-56,-27,-27,-27,-38,-20,-21,-36,-28,-41,5,-21,-15,-10,-2,-35,-15,-29,-17,-25,-28,-20,-31,-21,-17,-23,-23,-29,-28,-11,-23,-23,-24,-10,-33,-28,-7,-31,-39,-15,-22,-29,-10,2,13,37,39,50,107,143,253,411,638,886,1152,1301,1403,1447,1473,1506,1454,1384,1346,1314,1215,1194,1168,1051,1028,1054,991,913,966,896,897,827,824,810,765,706,709,695,649,624,621,577,550,526,502,493,434,459,437,421,394,452,402,394,383,422,403,355,397,386,387,380,372,343,396,383,406,406,404,373,392,394,374,405,365,313,284,257,178,124,121,57,37,18,-4,1,-38,-27,-12,-27,-26,-51,-50,-63,-22,-32,-38,-28,-34,-20,-34,-30,-28,-19,-29,-37,-27,-28,-34,-42,-39,-27,-25,-25,-40,-38,-31,-28,-26,-18,-29,-49,-22,-7,-35,-26,-28,-43,-42,-37,-31,-21,-16,-20,-31,-34,-26,-36,-35,-11,-23,-51,-24,-26,-42,-29,-5,-27,-21,-30,-21,-43,-35,-1,-37,-29,-40,-13,-19,-13,-10,-47,-22,-11,-16,-75,-34,-1,-32,-25,-34,-25,-28,-19,-16
557.255,1,-3,7,-19,-20,-17,3,-7,-25,3,-14,4,-24,7,-7,-9,-9,-9,-13,-6,-27,-67,-14,-10,-9,-28,-17,-4,-3,-11,-3,2,-6,-13,-24,-4,-5,-20,0,-19,-15,-1,-9,-21,8,-1,6,-17,13,-20,-1,-4,-6,1,-39,-1,9,-27,4,-36,-15,11,-8,3,-8,-29,2,-15,-16,-23,-35,-19,-3,5,-12,-11,-16,-25,-14,-20,0,-9,-10,-16,-7,-11,-21,1,-20,-15,-32,-21,-8,12,-20,-7,-14,-23,-10,-1,-4,-20,-6,-2,-12,-18,25,-27,-29,-2,-11,2,-8,2,1,-10,-3,-14,12,-22,-3,-8,-13,-18,-32,7,-3,3,15,37,22,99,146,185,286,425,680,903,1130,1387,1455,1553,1534,1488,1449,1424,1377,1377,1271,1272,1180,1145,1125,1080,1039,981,984,940,923,858,881,807,827,793,728,713,658,659,642,610,567,586,526,508,500,457,443,452,429,404,453,412,455,429,430,423,428,391,451,408,384,434,411,439,413,426,409,437,439,421,392,415,370,305,307,262,213,166,118,114,60,71,26,9,15,-4,-11,-22,-8,-24,-13,-11,-14,-16,-7,6,-22,-28,-5,-29,-7,1,-25,-4,-14,11,-15,-15,-19,-6,-7,-12,5,-21,-6,-28,-18,-6,-14,-5,-14,-12,-15,-34,9,-2,-12,-18,-8,-5,-5,-10,-1,-14,-7,-2,-17,-23,-11,-58,-25,-25,5,-10,-28,-8,-9,-20,-5,-27,-11,-12,-12,1,-7,-25,-17,-2,-38,-18,6,-18,-8,-19,-1,-8,3,-4,-17,-12,-20,-9,-35
558.047,6,-2,-21,-23,-7,4,-16,3,-4,-16,11,-31,2,10,-14,2,-27,-19,-21,10,7,-13,2,-56,-5,-5,-6,-13,-1,-6,8,-2,11,-13,-12,0,-8,-10,-27,-4,28,-3,-7,-28,-2,5,-25,-10,7,-10,-19,-19,-14,-15,-14,-10,-23,1,1,18,10,-7,-23,-2,-7,-1,2,-1,-8,4,-12,-7,2,-6,4,-9,-19,-7,15,12,-4,-24,12,-29,-3,-13,3,-10,-7,-7,-19,9,8,5,-4,-5,-27,4,4,-52,-27,-7,-11,17,0,-7,-19,22,-19,-14,-13,-12,-17,-11,-8,-21,10,-11,-8,-16,9,1,-4,-14,-7,-17,3,16,34,28,44,77,125,208,312,463,666,949,1213,1412,1468,1501,1528,1569,1502,1426,1403,1383,1304,1289,1240,1163,1127,1132,1034,1017,1036,991,946,935,870,918,810,873,771,726,702,669,662,598,595,531,511,534,497,498,492,442,467,446,441,451,435,436,426,438,400,431,428,416,421,442,423,463,461,459,424,445,436,419,452,413,390,363,304,266,229,180,126,112,72,58,19,4,2,-1,-5,-1,-21,-29,-5,-9,1,-7,-21,-2,-10,-13,-3,0,2,-3,-8,-5,20,10,-6,2,-10,-7,-13,-8,5,-7,-3,-12,-7,-14,-29,-9,16,11,-6,12,-16,-11,-16,-13,-1,-17,-9,-30,-15,6,-15,9,18,-15,-26,-26,-4,-7,6,-22,-7,10,-17,-19,-18,-7,-14,-22,-15,2,1,2,2,1,-13,3,-11,-51,4,-3,-15,-14,-7,-18,-18,-2,4,-12,3
558.839,6,-26,-6,-14,-2,-12,-20,-42,-8,-16,-23,-15,-27,-12,-3,-5,-23,-20,-1,-5,-21,-13,2,2,-20,-24,-15,-18,-19,-14,-15,-21,9,-7,-26,-42,-14,-24,-16,-25,-32,-19,-38,-18,-37,-8,-20,-10,-22,-27,-12,-31,-34,-20,-12,-33,-52,-14,-42,-41,-9,-11,-17,-32,-12,-8,-7,-26,-33,-34,-11,-27,-16,-19,-16,-18,-11,-17,-9,-10,0,-26,-23,3,-22,-36,-25,-28,-11,-22,-42,-7,-31,-33,-34,-30,-8,-4,-35,-26,-22,8,-21,-21,-31,-29,-20,-32,-5,-30,-2,-8,-27,-23,-20,-27,-30,-29,-28,-7,-15,-37,0,-8,-8,-4,9,18,-15,22,10,69,133,196,274,449,674,950,1195,1372,1524,1552,1608,1582,1517,1476,1464,1404,1329,1307,1219,1204,1179,1099,1072,1021,1026,1009,939,874,878,864,844,818,785,729,711,654,576,625,555,580,576,493,512,466,490,489,465,460,404,449,467,430,391,410,400,417,394,419,406,430,446,433,435,472,423,423,441,412,416,387,366,363,288,259,229,159,117,86,77,37,22,-9,-11,9,-8,-19,-45,-24,-22,-27,-13,-22,-37,-30,-19,-33,-15,-10,-27,-26,4,-23,1,-8,-10,-15,-39,-35,-3,-17,-23,-18,-39,-20,-22,-14,-29,-17,-12,-37,-30,-12,-24,-31,-24,-33,-24,-15,-25,-21,-23,-33,-10,-23,-45,-29,-8,-14,-22,-29,3,-10,-38,-25,-35,-35,-25,-20,-41,-28,-9,-13,-32,-21,-40,-11,-33,-16,-2,-24,-29,-13,-35,-36,-34,-31,-32,-27,-27,-11,-28
559.631,2,-47,-5,-7,-24,-12,-12,3,-14,-10,-8,-10,-23,-22,4,-5,-27,0,10,-27,-2,-1,-3,-14,5,-3,-20,-6,-20,-11,-11,-17,-24,-20,4,-13,-12,-14,-31,-9,-8,-17,-15,-12,-16,-8,-6,7,-1,-10,-8,-21,0,-1,17,-18,-3,-18,-19,-17,-7,-15,-8,-28,-14,-7,0,-9,-4,-1,-7,-38,-5,-47,-22,-16,-15,-14,-15,-10,-19,15,-13,-25,0,23,-15,-8,-4,-5,-23,-44,-9,5,-19,-17,-17,-5,6,-9,0,9,-13,-10,-13,-20,2,-4,-46,13,0,-30,-9,-21,-7,-2,-9,-19,-23,2,-28,-16,-3,-10,-7,18,4,6,22,34,70,85,119,214,307,484,696,969,1213,1447,1579,1615,1619,1613,1532,1498,1506,1411,1372,1336,1287,1273,1212,1153,1146,1064,1025,954,965,964,887,897,844,863,785,749,706,651,669,648,609,575,595,541,519,529,508,494,464,471,419,461,463,460,418,462,449,433,439,461,431,442,441,458,466,449,468,442,442,418,407,434,398,354,302,289,248,186,140,59,74,49,48,20,-4,12,-3,-4,-17,-23,-24,-8,-12,-32,-4,-21,-5,-8,-20,-25,-28,-40,-15,-24,-9,-3,-29,-12,-18,-4,-7,-26,0,-8,-23,-23,-3,-11,-19,-34,-20,-34,-12,-16,-17,-16,-28,-12,9,-35,-23,-22,-14,-9,-27,-21,-26,-12,-5,-4,-22,-1,-5,-10,-22,-12,-7,-9,-24,-3,-22,-8,-11,-15,-17,-14,1,-25,-3,-19,-23,-19,-34,-33,-23,-21,-15,-29,-25,-5,-27,-14,-12
560.423,-12,10,-20,-16,2,2,-20,6,-9,-10,-17,-9,0,-9,11,-26,9,-8,-11,-22,-4,-13,-12,-12,-11,-15,-2,8,6,-29,5,7,-11,-20,-13,-14,-14,7,-9,-25,-19,-7,-23,9,-8,-5,7,-9,-14,-11,-21,-6,-12,-17,-24,-18,-22,-21,-8,-21,-23,-15,-11,-17,-17,1,-6,19,2,-23,5,-9,-23,-3,-14,-17,-4,-13,-27,-15,-12,-15,2,-8,2,-11,-17,-1,-11,16,-12,10,-14,-32,-19,-14,-11,-15,-25,-23,-1,-14,0,4,-14,-24,-15,-10,4,-5,-21,-16,0,-25,-13,-1,-26,1,-2,-10,-19,-9,-1,17,1,-20,3,1,23,39,36,81,130,204,315,528,705,1019,1274,1495,1604,1628,1615,1603,1607,1578,1487,1455,1390,1329,1294,1280,1258,1197,1138,1111,1083,1094,1011,966,934,915,903,853,891,822,743,730,733,647,577,595,573,539,541,516,513,473,469,472,491,467,464,493,476,450,461,411,460,438,464,448,428,448,427,455,442,469,498,437,465,431,397,359,304,289,235,172,133,97,57,35,20,-3,-5,-11,14,-3,11,-21,3,-23,-7,-26,-15,-6,-15,-22,-5,-17,-20,-33,-18,-24,-11,-16,-23,-23,-15,-11,-6,-18,8,-1,-5,-16,-19,-17,2,-22,-5,-27,-11,-25,-22,-47,-19,-10,-19,-36,-20,4,-21,-1,9,-32,-25,-23,1,-5,-16,-33,-1,-14,-22,-9,-28,3,-10,-13,-17,-24,-10,-4,-10,-20,-37,-8,-25,-23,-7,-21,0,-3,-47,-8,-6,-8,-27,-6,-4,13,-4
561.215,20,10,-17,14,-22,13,-11,-6,-13,3,-17,-14,-28,-17,-22,-21,-9,-15,-23,3,-20,-12,-21,-17,1,-24,-7,-38,-12,-28,-24,-19,-21,-17,-8,10,-11,2,-38,-20,-20,-23,9,-5,-4,-3,-9,1,-2,-22,1,-20,-9,-20,-10,-13,-22,-18,-16,-32,-10,5,-4,-19,10,-5,-21,8,12,-18,-8,-18,-8,-10,-12,-2,-6,-7,-73,-12,-26,-9,-9,4,-28,-26,-25,-14,-22,-8,-14,-7,-20,-8,-30,-16,-17,-4,-1,-1,-22,-6,1,3,-4,-15,-6,-10,-15,-7,-6,-15,4,-11,-10,-7,8,7,-18,1,10,-12,9,-19,-10,-1,4,3,27,42,41,89,111,196,351,464,752,1021,1295,1465,1637,1666,1725,1654,1598,1554,1530,1466,1467,1376,1324,1294,1268,1212,1165,1128,1096,1092,1057,1005,948,931,871,878,824,818,769,735,685,665,645,631,563,548,524,524,537,518,514,498,512,490,477,464,501,479,470,427,467,448,456,439,487,481,502,477,486,478,505,474,436,435,419,366,343,277,220,187,143,117,78,51,23,10,7,10,-10,-1,-18,-14,-5,4,-19,-14,-14,-11,-17,0,-15,3,-10,-26,5,4,-21,-17,-38,-16,-8,21,-18,-4,2,3,-33,-14,-13,-35,-7,-25,-35,-26,-18,-11,-20,-19,-14,-23,8,-13,-3,-49,-3,-9,-4,5,3,-30,-22,-17,-9,-1,-16,-13,-30,-20,-1,-18,-31,0,-30,-8,-14,-24,-26,-15,-33,-11,-37,-17,-19,-9,-14,-22,-25,-36,-9,-38,9,-10,-14,-29,14
562.007,-25,-39,-28,-49,-37,-22,-34,-52,-32,-40,-50,-49,-45,-55,-43,-37,-35,-67,-42,-17,-44,-28,-49,-34,-54,-46,-35,-32,-22,-33,-40,-37,-40,-30,-36,-26,-32,-49,-39,-42,-48,-19,-17,-32,-47,-49,-32,-45,-34,-49,-51,-29,-59,-35,-35,-27,-49,-25,-29,-39,-51,-27,-55,-53,-55,-32,-11,-32,-22,-60,-38,-29,-17,-35,-50,-42,-33,-33,-26,-44,-44,-16,-66,-54,-55,-38,-36,-41,-31,-35,-49,-25,-70,-57,-42,-52,-37,-42,-34,-32,-21,-33,-61,-51,-44,-53,-41,-51,-51,-37,-32,-60,-32,-41,-34,-28,-41,-107,-48,-24,-31,-49,-34,-55,-37,-38,-20,-12,-17,0,16,55,111,190,288,442,733,1019,1295,1488,1644,1697,1752,1717,1673,1571,1566,1488,1434,1383,1338,1304,1212,1222,1159,1125,1112,1068,1025,950,965,961,861,833,830,777,757,691,667,621,620,564,584,531,531,529,502,479,468,475,451,458,464,438,447,435,414,408,424,444,439,443,456,466,467,444,474,469,466,446,440,405,379,362,294,269,201,134,123,76,62,15,-12,-18,-49,-20,-40,-26,-54,-56,-54,-34,-75,-25,-30,-35,-33,-64,-49,-54,-23,-37,-52,-50,-34,-29,-29,-59,-69,-41,-50,-36,-39,-49,-37,-64,-37,-37,-58,-50,-40,-30,-41,-34,-62,-27,-36,-28,-40,-40,-44,-47,-47,-47,-45,-41,-45,-35,-39,-77,-38,-51,-49,-29,-25,-57,-32,-39,-39,-29,-31,-61,-17,-57,-35,-35,-53,-31,-58,-50,-61,-47,-20,-39,-51,-45,-35,-59,-57,-43,-42,-58,-50
562.799,5,-7,-13,-1,-27,-20,-6,-5,-4,-22,-5,-35,-11,-12,-31,-4,-15,-6,-8,-12,4,22,-21,-11,-6,10,-1,-27,-15,-25,5,-4,-17,-5,-37,-33,-11,22,-2,-34,-20,-31,-9,-7,-6,-16,-22,-11,-13,-21,-10,-17,-3,-4,-6,-16,4,-7,-21,0,-18,-15,-12,-6,-2,0,5,-13,-26,-21,3,-19,-8,-19,-20,1,-5,-4,12,1,4,-29,-33,-6,-7,-30,-8,-2,1,-15,5,-27,-15,-42,-5,-19,2,-22,1,-23,5,-4,-4,-22,-13,-18,-36,-8,-20,1,-9,8,-3,-11,-24,-17,3,6,-34,-17,-5,-28,-6,-20,22,0,-15,31,3,23,71,83,141,196,365,523,763,1063,1346,1572,1714,1766,1706,1757,1673,1674,1602,1550,1513,1418,1414,1352,1282,1214,1236,1191,1155,1105,1074,1025,1005,978,948,901,803,821,832,779,730,671,642,614,614,585,556,519,541,533,533,524,516,467,536,489,494,497,484,489,489,480,497,463,495,495,528,508,534,486,475,486,454,438,439,388,364,310,267,198,147,123,73,33,37,20,-9,15,-46,-7,-18,2,-5,-11,-10,-13,-10,-15,-33,-28,-15,-7,-21,-15,-6,-5,-19,-14,-3,-29,-13,-5,-23,-30,-7,-29,-29,-20,-17,1,6,0,10,-2,3,-18,-18,-21,-20,-20,-12,19,-12,-16,-13,-24,-9,-47,-10,-8,-22,23,-27,-28,-30,-21,-33,-20,37,-11,-46,28,-20,-42,16,-8,-6,-16,-32,-13,-12,-42,21,0,-22,-26,-25,-6,-23,-9,-22,-13,-9,15,-32
563.591,3,-24,-13,-22,4,-18,-14,9,-3,-3,4,-9,2,-1,-32,-1,-6,4,-21,30,-11,9,-4,-15,8,-6,-12,9,2,-4,6,-13,-4,-18,8,3,8,-15,12,-7,4,5,4,2,-10,-18,-15,5,7,7,-6,-31,4,19,-2,-39,2,15,0,-31,-12,4,8,-22,3,-32,4,-1,4,-11,2,-13,3,-28,-5,4,2,17,-14,17,-8,3,-5,9,-4,11,-4,0,2,-1,2,-14,-7,-10,-12,-1,-13,-9,-19,61,-10,-4,25,11,-13,8,-13,-8,-5,2,14,-9,-5,25,16,9,1,-4,14,-3,-22,0,6,-9,6,-55,24,13,35,31,65,90,145,227,361,550,788,1064,1388,1589,1705,1761,1827,1742,1712,1723,1585,1557,1546,1512,1459,1382,1298,1264,1239,1230,1166,1127,1108,1022,1063,1002,964,929,918,832,827,781,766,704,684,647,629,606,571,550,538,573,512,537,561,516,495,506,503,489,480,478,507,488,473,517,504,499,505,524,508,527,491,477,471,473,495,407,371,320,248,207,172,95,97,64,16,46,12,18,16,-28,-9,-16,-50,-10,8,0,-4,-7,3,-2,0,5,-36,-12,-6,-24,3,10,-11,10,-7,-14,-8,-3,-10,6,6,-22,2,-8,-24,-13,-14,1,10,-18,-21,-20,-16,4,-16,-22,-6,-23,5,3,-30,-13,-11,-12,-13,0,-3,17,-11,-23,-1,-8,-16,-1,-14,0,-3,-6,-12,-30,1,-5,0,1,-4,-8,6,-18,3,-13,6,9,2,-17,-5,-1,0,-11,-8
